.asia,sponsored,DotAsia Organisation Ltd.,199.19.55.1,AS12041
.associates,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.at,country-code,nic.at GmbH,78.104.144.2,AS1853
.athleta,generic,"The Gap, Inc.",156.154.158.16,AS19905
.attorney,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.au,country-code,.au Domain Administration (auDA),58.65.254.73,AS38332
.auction,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.audi,generic,AUDI Aktiengesellschaft,65.22.210.17,AS12041
.audible,generic,"Amazon Registry Services, Inc.",103.49.82.56,AS43519
.audio,generic,UNR Corp.,64.96.1.1,AS62831
.auspost,generic,Australian Postal Corporation,37.209.192.9,AS12008
.author,generic,"Amazon Registry Services, Inc.",213.248.222.60,AS43519
.auto,generic,XYZ.COM LLC,212.18.248.131,AS201304
.autos,generic,XYZ.COM LLC,,AS60890
.avianca,generic,Avianca Holdings S.A.,65.22.83.17,AS207266
.aw,country-code,SETAR,194.0.28.2,AS48283
.aws,generic,AWS Registry LLC,213.248.222.53,AS43519
.ax,country-code,Ålands landskapsregering,194.112.0.5,AS3238
.axa,generic,AXA Group Operations SAS,156.154.145.20,AS19905
.az,country-code,IntraNS,147.28.0.39,AS3130
.azure,generic,Microsoft Corporation,192.42.175.30,AS27544
.ba,country-code,Universtiy Telinformatic Centre (UTIC),195.130.35.5,AS8670
.baby,generic,XYZ.COM LLC,185.24.64.101,AS60890
.baidu,generic,"Baidu, Inc.",203.99.27.1,AS38345
.banamex,generic,Citigroup Inc.,156.154.158.21,AS19905
.bananarepublic,generic,"The Gap, Inc.",156.154.159.22,AS19905
.band,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.bank,generic,"fTLD Registry Services, LLC",156.154.103.27,AS397213
.bar,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,212.18.249.56,AS201303
.barcelona,generic,Municipi de Barcelona,195.253.65.11,AS8391
.barclaycard,generic,Barclays Bank PLC,37.209.198.9,AS12008
.barclays,generic,Barclays Bank PLC,37.209.192.9,AS12008
.barefoot,generic,"Gallo Vineyards, Inc.",192.42.175.30,AS27544
.bargains,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.baseball,generic,"MLB Advanced Media DH, LLC",,
.basketball,generic,Fédération Internationale de Basketball (FIBA),37.209.194.10,AS12008
.bauhaus,generic,Werkhaus GmbH,195.253.65.11,AS8391
.bayern,generic,Bayern Connect GmbH,213.248.221.14,AS43519
.bb,country-code,"Government of Barbados
Ministry of Economic Affairs and Development
Telecommunications Unit",,AS13335
.bbc,generic,British Broadcasting Corporation,156.154.103.3,AS397213
.bbt,generic,BB&T Corporation,192.42.175.30,AS27544
.bbva,generic,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",103.49.83.44,AS43519
.bcg,generic,"The Boston Consulting Group, Inc.",65.22.216.25,AS12041
.bcn,generic,Municipi de Barcelona,195.253.65.11,AS8391
.bd,country-code,Posts and Telecommunications Division,123.49.12.112,AS17494
.be,country-code,DNS Belgium vzw/asbl,194.0.25.36,AS1921
.beats,generic,"Beats Electronics, LLC",65.22.60.9,AS12041
.beauty,generic,XYZ.COM LLC,,AS199330
.beer,generic,"Registry Services, LLC",156.154.100.3,AS397220
.bentley,generic,Bentley Motors Limited,156.154.100.3,AS397220
.berlin,generic,dotBERLIN GmbH & Co. KG,194.0.25.16,AS1921
.best,generic,BestTLD Pty Ltd,212.18.248.109,AS201304
.bestbuy,generic,"BBY Solutions, Inc.",65.22.219.9,AS207266
.bet,generic,Afilias Limited,65.22.36.17,AS12041
.bf,country-code,ARCE-AutoritÈ de RÈgulation des Communications Electroniques,212.52.146.50,AS25543
.bg,country-code,Register.BG,192.92.129.99,AS3245
.bh,country-code,Telecommunications Regulatory Authority (TRA),,AS201303
.bharti,generic,Bharti Enterprises (Holding) Private Limited,192.42.175.30,AS27544
.bi,country-code,Centre National de l'Informatique,196.2.8.205,AS25429
.bible,generic,American Bible Society,156.154.170.100,AS397213
.bid,generic,dot Bid Limited,156.154.157.25,AS19905
.bike,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.bing,generic,Microsoft Corporation,192.42.175.30,AS27544
.bingo,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.bio,generic,Afilias Limited,,AS12041
.biz,generic-restricted,"Registry Services, LLC",156.154.124.65,AS397220
.bj,country-code,Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN),154.65.28.218,AS328098
.black,generic,Afilias Limited,65.22.68.33,AS12041
.blackfriday,generic,UNR Corp.,64.96.1.1,AS62831
.blockbuster,generic,Dish DBS Corporation,65.22.95.25,AS207266
.blog,generic,"Knock Knock WHOIS There, LLC",,AS201304
.bloomberg,generic,Bloomberg IP Holdings LLC,192.42.175.30,AS27544
.blue,generic,Afilias Limited,65.22.29.9,AS12041
.bm,country-code,"Registry General Department, Ministry of Home Affairs",199.249.124.9,AS207266
.bms,generic,Bristol-Myers Squibb Company,192.42.175.30,AS27544
.bmw,generic,Bayerische Motoren Werke Aktiengesellschaft,185.24.64.76,AS60890
.bn,country-code,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI),194.0.1.33,AS42909
.bnpparibas,generic,BNP Paribas,65.22.67.9,AS207266
.bo,country-code,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia,204.61.216.48,AS42
.boats,generic,XYZ.COM LLC,212.18.248.134,AS201304
.boehringer,generic,Boehringer Ingelheim International GmbH,65.22.191.17,AS207266
.bofa,generic,Bank of America Corporation,192.42.175.30,AS27544
.bom,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,200.192.233.10,AS11284
.bond,generic,Shortdot SA,194.169.218.85,AS199330
.boo,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.book,generic,"Amazon Registry Services, Inc.",103.49.82.61,
.booking,generic,Booking.com B.V.,156.154.158.27,AS19905
.bosch,generic,Robert Bosch GMBH,192.42.175.30,AS27544
.bostik,generic,Bostik SA,194.0.9.1,AS2484
.boston,generic,"Boston TLD Management, LLC",156.154.103.3,AS397213
.bot,generic,"Amazon Registry Services, Inc.",213.248.218.55,AS43519
.boutique,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.box,generic,Intercap Registry Inc.,212.18.248.139,AS201304
.br,country-code,Comite Gestor da Internet no Brasil,200.219.148.10,AS53035
.bradesco,generic,Banco Bradesco S.A.,213.248.217.37,AS43519
.bridgestone,generic,Bridgestone Corporation,37.209.192.4,AS12008
.broadway,generic,"Celebrate Broadway, Inc.",156.154.100.3,AS397220
.broker,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.brother,generic,"Brother Industries, Ltd.",37.209.192.4,AS12008
.brussels,generic,DNS.be vzw,194.0.25.14,AS1921
.bs,country-code,University of The Bahamas,204.61.216.4,AS42
.bt,country-code,Ministry of Information and Communications,198.6.1.65,AS701
.budapest,generic,Minds + Machines Group Limited,156.154.101.3,AS397213
.bugatti,generic,Bugatti International SA,65.22.211.9,AS207266
.build,generic,Plan Bee LLC,194.169.218.20,AS199330
.builders,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.business,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.buy,generic,"Amazon Registry Services, INC",213.248.218.62,AS43519
.buzz,generic,DOTSTRATEGY CO.,156.154.158.29,AS19905
.bv,country-code,Norid A/S,128.39.2.22,AS224
.bw,country-code,Botswana Communications Regulatory Authority (BOCRA),196.216.168.72,AS37177
.by,country-code,"Reliable Software, Ltd.",37.48.67.249,AS60781
.bz,country-code,University of Belize,199.254.59.1,AS12041
.bzh,generic,Association www.bzh,194.0.9.1,AS2484
.ca,country-code,Canadian Internet Registration Authority (CIRA) Autorité Canadienne pour les enregistrements Internet (ACEI),,
.cab,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cafe,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cal,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.call,generic,"Amazon Registry Services, Inc.",213.248.218.63,AS43519
.calvinklein,generic,PVH gTLD Holdings LLC,156.154.157.31,AS19905
.cam,generic,AC Webconnecting Holding B.V.,212.18.248.77,AS201304
.camera,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.camp,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cancerresearch,generic,Australian Cancer Research Foundation,37.209.198.9,AS12008
.canon,generic,Canon Inc.,37.209.192.4,AS12008
.capetown,generic,ZA Central Registry NPC trading as ZA Central Registry,206.223.136.200,AS6968
.capital,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.capitalone,generic,Capital One Financial Corporation,192.42.175.30,AS27544
.car,generic,XYZ.COM LLC,194.169.218.130,AS199330
.caravan,generic,"Caravan International, Inc.",156.154.145.32,AS19905
.cards,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.care,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.career,generic,dotCareer LLC,156.154.100.3,AS397220
.careers,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cars,generic,XYZ.COM LLC,194.169.218.129,AS199330
.casa,generic,"Registry Services, LLC",213.248.217.18,AS43519
.case,generic,CNH Industrial N.V.,212.18.248.140,AS201304
.cash,generic,"Binky Moon, LLC",,AS12008
.casino,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cat,sponsored,Fundacio puntCAT,84.88.0.162,AS13041
.catering,generic,"Binky Moon, LLC",,
.catholic,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),37.209.196.9,AS12008
.cba,generic,COMMONWEALTH BANK OF AUSTRALIA,37.209.194.9,AS12008
.cbn,generic,"The Christian Broadcasting Network, Inc.",156.154.159.35,AS19905
.cbre,generic,"CBRE, Inc.",156.154.156.36,AS19905
.cbs,generic,CBS Domains Inc.,65.22.68.9,AS12041
.cc,country-code,"eNIC Cocos (Keeling) Islands Pty.
Ltd. d/b/a Island Internet Services",192.42.175.30,AS27544
.cd,country-code,Office Congolais des Postes et Télécommunications - OCPT,161.97.87.130,AS51167
.center,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.ceo,generic,CEOTLD Pty Ltd,212.18.248.78,AS201304
.cern,generic,"European Organization for Nuclear Research (""CERN"")",65.22.225.1,AS12041
.cf,country-code,Societe Centrafricaine de Telecommunications (SOCATEL),185.21.168.17,AS61005
.cfa,generic,CFA Institute,192.42.175.30,AS27544
.cfd,generic,DOTCFD REGISTRY LTD,212.18.249.122,AS201303
.cg,country-code,Interpoint Switzerland,192.36.125.2,AS1653
.ch,country-code,SWITCH The Swiss Education & Research Network,,AS559
.chanel,generic,Chanel International B.V.,192.42.175.30,AS27544
.channel,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.charity,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.chase,generic,"JPMorgan Chase Bank, National Association",156.154.156.39,AS19905
.chat,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cheap,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.chintai,generic,CHINTAI Corporation,156.154.157.40,AS19905
.christmas,generic,UNR Corp.,,
.chrome,generic,Charleston Road Registry Inc.,,AS15169
.church,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.ci,country-code,Autorité de Régulation des Télécommunications/TIC de Côte d’lvoire (ARTCI),192.134.0.49,AS2486
.cipriani,generic,Hotel Cipriani Srl,65.22.238.41,AS12041
.circle,generic,"Amazon Registry Services, Inc.",103.49.82.64,AS43519
.cisco,generic,"Cisco Technology, Inc.",156.154.144.44,AS19905
.citadel,generic,Citadel Domain LLC,156.154.159.45,AS19905
.citi,generic,Citigroup Inc.,156.154.145.213,AS19905
.citic,generic,CITIC Group Corporation,2401:8d00:1:0:0:0:0:1,AS38345
.city,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cityeats,generic,"Lifestyle Domain Holdings, Inc.",192.42.175.30,AS27544
.ck,country-code,Telecom Cook Islands Ltd.,130.195.5.12,AS23905
.cl,country-code,NIC Chile (University of Chile),190.124.27.10,AS52304
.claims,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cleaning,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.click,generic,UNR Corp.,64.96.1.1,AS62831
.clinic,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.clinique,generic,The Estée Lauder Companies Inc.,65.22.55.41,AS207266
.clothing,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cloud,generic,ARUBA PEC S.p.A.,37.209.192.10,AS12008
.club,generic,"Registry Services, LLC",156.154.145.215,AS19905
.clubmed,generic,Club Méditerranée S.A.,192.42.175.30,AS27544
.cm,country-code,Cameroon Telecommunications (CAMTEL),198.6.1.82,AS701
.cn,country-code,China Internet Network Information Center (CNNIC),202.112.0.44,AS4538
.co,country-code,Ministry of Information and Communications Technologies (MinTIC),37.209.192.14,AS12008
.coach,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.codes,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.coffee,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.college,generic,XYZ.COM LLC,194.169.218.44,AS199330
.cologne,generic,dotKoeln GmbH,193.56.204.153,AS199216
.com,generic,VeriSign Global Registry Services,192.5.6.30,AS26415
.comcast,generic,"Comcast IP Holdings I, LLC",,AS43519
.commbank,generic,COMMONWEALTH BANK OF AUSTRALIA,37.209.194.9,AS12008
.community,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.company,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.compare,generic,"Registry Services, LLC",37.209.198.9,AS12008
.computer,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.comsec,generic,"VeriSign, Inc.",192.42.175.30,AS27544
.condos,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.construction,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.consulting,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.contact,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.contractors,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.cooking,generic,"Registry Services, LLC",156.154.100.3,AS397220
.cookingchannel,generic,"Lifestyle Domain Holdings, Inc.",192.42.175.30,AS27544
.cool,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.coop,sponsored,DotCooperation LLC,185.24.64.64,AS60890
.corsica,generic,Collectivité de Corse,194.0.9.1,AS2484
.country,generic,Top Level Domain Holdings Limited,64.96.1.1,AS62831
.coupon,generic,"Amazon Registry Services, Inc.",156.154.157.217,AS19905
.coupons,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.courses,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD,,AS12008
.cpa,generic,American Institute of Certified Public Accountants,37.209.192.9,AS12008
.cr,country-code,"National Academy of Sciences
Academia Nacional de Ciencias",,AS42
.credit,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.creditcard,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.creditunion,generic,"DotCooperation, LLC",64.96.1.1,AS62831
.cricket,generic,dot Cricket Limited,156.154.157.220,AS19905
.crown,generic,Crown Equipment Corporation,192.42.175.30,AS27544
.crs,generic,Federated Co-operatives Limited,192.42.175.30,AS27544
.cruise,generic,Viking River Cruises (Bermuda) Ltd.,65.22.192.25,AS12041
.cruises,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.csc,generic,"Alliance-One Services, Inc.",,AS27544
.cu,country-code,"CENIAInternet
Industria y San Jose
Capitolio Nacional",169.158.128.136,AS10569
.cuisinella,generic,SCHMIDT GROUPE S.A.S.,37.209.198.9,AS12008
.cv,country-code,Agência Reguladora Multissectorial da Economia (ARME),41.221.192.220,AS37517
.cw,country-code,University of Curacao,193.0.9.86,AS197000
.cx,country-code,Christmas Island Domain Administration Limited,204.61.216.16,AS42
.cy,country-code,University of Cyprus,139.91.191.3,AS8522
.cymru,generic,Nominet UK,156.154.103.3,AS397213
.cyou,generic,Shortdot SA,212.18.249.120,AS201303
.cz,country-code,"CZ.NIC, z.s.p.o",194.0.12.1,AS25192
.dabur,generic,Dabur India Limited,65.22.182.25,AS12041
.dad,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.dance,generic,"Dog Beach, LLC",,AS12008
.data,generic,Dish DBS Corporation,65.22.96.25,AS12041
.date,generic,dot Date Limited,156.154.158.46,AS19905
.dating,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.datsun,generic,"NISSAN MOTOR CO., LTD.",37.209.192.4,AS12008
.day,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.dclk,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.dds,generic,"Registry Services, LLC",213.248.221.20,AS43519
.de,country-code,DENIC eG,194.0.0.53,AS31529
.deal,generic,"Amazon Registry Services, Inc.",103.49.82.65,AS43519
.dealer,generic,Intercap Registry Inc.,185.24.64.138,AS60890
.deals,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.degree,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.delivery,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.dell,generic,Dell Inc.,156.154.158.47,AS19905
.deloitte,generic,Deloitte Touche Tohmatsu,194.169.218.80,AS199330
.delta,generic,"Delta Air Lines, Inc.",65.22.226.25,AS12041
.democrat,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.dental,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.dentist,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.desi,generic,Desi Networks LLC,185.24.64.81,AS60890
.design,generic,"Registry Services, LLC",194.169.218.59,AS199330
.dev,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.dhl,generic,Deutsche Post AG,194.169.218.82,AS199330
.diamonds,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.diet,generic,UNR Corp.,64.96.1.1,AS62831
.digital,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.direct,generic,"Binky Moon, LLC",,AS12008
.directory,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.discount,generic,"Binky Moon, LLC",,
.discover,generic,Discover Financial Services,156.154.156.48,AS19905
.dish,generic,Dish DBS Corporation,65.22.90.33,AS12041
.diy,generic,"Lifestyle Domain Holdings, Inc.",192.42.175.30,AS27544
.dj,country-code,Djibouti Telecom S.A,196.201.196.41,AS30990
.dk,country-code,Dansk Internet Forum,193.163.102.222,AS39839
.dm,country-code,DotDM Corporation,199.127.196.35,AS40945
.dnp,generic,"Dai Nippon Printing Co., Ltd.",37.209.192.4,AS12008
.do,country-code,"Pontificia Universidad Catolica Madre y Maestra
Recinto Santo Tomas de Aquino",190.113.72.177,AS262178
.docs,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.doctor,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.dog,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.domains,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.dot,generic,Dish DBS Corporation,65.22.94.1,AS12041
.download,generic,dot Support Limited,156.154.158.50,AS19905
.drive,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.dtv,generic,Dish DBS Corporation,65.22.231.1,AS207266
.dubai,generic,Dubai Smart Government Department,37.209.194.10,AS12008
.duck,generic,"Johnson Shareholdings, Inc.",192.42.175.30,AS27544
.dunlop,generic,The Goodyear Tire & Rubber Company,65.22.122.33,AS12041
.dupont,generic,E. I. du Pont de Nemours and Company,156.154.157.52,AS19905
.durban,generic,ZA Central Registry NPC trading as ZA Central Registry,206.223.136.200,AS6968
.dvag,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,185.24.64.84,AS60890
.dvr,generic,Hughes Satellite Systems Corporation,65.22.109.17,AS12041
.dz,country-code,CERIST,193.194.64.242,AS3208
.earth,generic,"Interlink Co., Ltd.",156.154.158.230,AS19905
.eat,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.ec,country-code,ECUADORDOMAIN S.A.,200.12.199.1,AS52274
.eco,generic,Big Room Inc.,65.22.219.17,AS207266
.edeka,generic,EDEKA Verband kaufmännischer Genossenschaften e.V.,65.22.17.25,
.edu,sponsored,EDUCAUSE,192.5.6.30,AS26415
.education,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.ee,country-code,Eesti Interneti Sihtasutus (EIS),195.43.87.10,AS51349
.eg,country-code,"Egyptian Universities Network (EUN)
Supreme Council of Universities",193.227.1.1,AS2561
.email,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.emerck,generic,Merck KGaA,65.22.156.1,AS12041
.energy,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.engineer,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.engineering,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.enterprises,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.epson,generic,Seiko Epson Corporation,37.209.192.4,AS12008
.equipment,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.er,country-code,Eritrea Telecommunication Services Corporation (EriTel),196.200.96.1,AS30987
.ericsson,generic,Telefonaktiebolaget L M Ericsson,192.42.175.30,AS27544
.erni,generic,ERNI Group Holding AG,195.253.65.11,AS8391
.es,country-code,Red.es,194.69.254.1,AS25354
.esq,generic,Charleston Road Registry Inc.,216.239.32.105,AS15169
.estate,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.et,country-code,Ethio telecom,197.156.74.192,AS24757
.etisalat,generic,Emirates Telecommunications Corporation (trading as Etisalat),212.18.249.48,AS201303
.eu,country-code,EURid vzw/asbl,193.2.221.60,AS2107
.eurovision,generic,European Broadcasting Union (EBU),195.253.65.11,AS8391
.eus,generic,Puntueus Fundazioa,195.253.65.11,AS8391
.events,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.exchange,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.expert,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.exposed,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.express,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.extraspace,generic,Extra Space Storage LLC,65.22.117.1,AS12041
.fage,generic,Fage International S.A.,65.22.159.33,AS207266
.fail,generic,"Binky Moon, LLC",37.209.192.7,AS12008
.fairwinds,generic,"FairWinds Partners, LLC",,AS27544
.faith,generic,dot Faith Limited,156.154.156.54,AS19905
.family,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.fan,generic,"Dog Beach, LLC",37.209.192.7,AS12008
.fans,generic,ZDNS International Limited,194.169.218.39,AS199330
