edge_id,source,target
741,156,894
742,231,894
743,12,895
744,4,895
745,55,895
746,68,895
747,7,895
748,5,895
749,22,895
750,52,895
751,47,895
752,156,895
753,2,895
754,37,895
755,9,895
756,1,895
757,12,896
758,185,896
759,85,897
760,10,897
761,232,897
762,13,897
763,26,897
764,27,897
765,43,897
766,199,897
767,0,897
768,233,897
769,12,898
770,37,898
771,185,898
772,177,899
773,27,899
774,181,899
775,12,900
776,9,900
777,206,900
778,4,900
779,52,900
780,185,900
781,234,901
782,235,901
783,10,901
784,11,901
785,12,901
786,29,901
787,4,901
788,184,901
789,28,901
790,27,901
791,52,901
792,46,901
793,185,901
794,2,901
795,45,901
796,34,901
797,36,901
798,82,901
799,193,901
800,196,901
801,201,901
802,200,901
803,236,901
804,237,901
805,121,901
806,67,901
807,37,901
808,209,901
809,101,901
810,0,901
811,238,901
812,170,901
813,2,902
814,12,902
815,4,902
816,185,902
817,50,902
818,52,902
819,28,902
820,239,902
821,127,902
822,240,902
823,112,903
824,68,903
825,10,903
826,11,903
827,12,903
828,19,903
829,4,903
830,205,903
831,184,903
832,23,903
833,28,903
834,185,903
835,43,903
836,46,903
837,52,903
838,59,903
839,218,903
840,7,903
841,105,903
842,48,903
843,94,903
844,206,903
845,134,903
846,193,903
847,37,903
848,67,903
849,241,903
850,9,903
851,27,903
852,136,903
853,242,903
854,208,903
855,243,903
856,20,904
857,20,905
858,10,906
859,20,906
860,182,906
861,46,906
862,0,906
863,212,906
864,154,906
865,27,906
866,244,906
867,85,906
868,165,907
869,12,907
870,150,907
871,185,907
872,45,907
873,87,907
874,245,907
875,246,907
876,115,907
877,28,908
878,185,908
879,12,908
880,85,909
881,20,909
882,46,909
883,52,910
884,181,911
885,6,911
886,12,911
887,185,911
888,43,911
889,0,911
890,4,911
891,52,911
892,40,911
893,20,912
894,9,913
895,206,913
896,4,913
897,52,913
898,234,914
899,184,914
900,37,914
901,37,915
902,184,916
903,37,916
904,67,916
905,52,917
906,4,917
907,27,917
908,12,917
909,185,917
910,12,918
911,4,918
912,185,918
913,28,918
914,52,918
915,184,919
916,37,919
917,52,919
918,247,919
919,4,919
920,46,919
921,12,919
922,185,919
923,121,919
924,185,920
925,12,920
926,28,920
927,127,920
928,206,921
929,9,921
930,4,922
931,2,923
932,205,923
933,9,923
934,206,923
935,52,923
936,4,923
937,205,924
938,12,924
939,9,924
940,184,924
941,52,924
942,37,925
943,206,926
944,9,926
945,12,927
946,184,927
947,4,927
948,52,927
949,37,927
950,9,928
951,52,928
952,37,928
953,184,928
954,9,929
955,206,929
956,243,929
957,52,929
958,27,930
959,104,930
960,177,931
961,12,932
962,4,932
963,52,932
964,27,932
965,27,933
966,9,934
967,206,934
968,4,934
969,6,935
970,177,936
971,12,936
972,4,936
973,11,936
974,32,936
975,27,936
976,17,936
977,52,936
978,14,936
979,40,936
980,82,936
981,43,936
982,35,936
983,193,936
984,115,936
985,101,936
986,56,936
987,12,937
988,28,937
989,185,937
990,205,938
991,9,938
992,206,938
993,52,938
994,4,938
995,51,939
996,177,940
997,14,940
998,4,941
999,12,942
1000,4,942
1001,52,942
1002,27,943
1003,177,943
1004,45,943
1005,11,943
1006,14,943
1007,82,943
1008,17,943
1009,20,943
1010,115,943
1011,88,943
1012,10,943
1013,248,944
1014,55,944
1015,68,944
1016,4,944
1017,9,944
1018,2,944
1019,52,944
1020,47,944
1021,235,944
1022,1,944
1023,27,945
1024,6,945
1025,1,945
1026,15,945
1027,112,945
1028,10,945
1029,184,945
1030,11,945
1031,12,945
1032,66,945
1033,18,945
1034,4,945
1035,106,945
1036,16,945
1037,2,945
1038,5,945
1039,185,945
1040,50,945
1041,43,945
1042,34,945
1043,52,945
1044,82,945
1045,17,945
1046,105,945
1047,115,945
1048,85,946
1049,12,946
1050,158,946
1051,4,946
1052,185,946
1053,37,946
1054,19,946
1055,218,946
1056,249,946
1057,4,947
1058,52,947
1059,2,948
1060,12,948
1061,4,948
1062,52,948
1063,22,949
1064,4,949
1065,4,950
1066,52,950
1067,23,951
1068,4,951
1069,69,951
1070,250,951
1071,241,951
1072,248,951
1073,207,951
1074,4,952
1075,251,952
1076,248,952
1077,241,952
1078,7,952
1079,7,953
1080,4,953
1081,22,953
1082,248,953
1083,12,954
1084,185,954
1085,184,955
1086,2,955
1087,68,956
1088,85,957
1089,181,957
1090,6,957
1091,23,957
1092,212,957
1093,112,957
1094,0,957
1095,11,957
1096,12,957
1097,13,957
1098,14,957
1099,4,957
1100,5,957
1101,68,957
1102,9,957
1103,182,957
1104,16,957
1105,7,957
1106,252,957
1107,17,957
1108,49,957
1109,253,957
1110,184,957
1111,180,957
1112,2,957
1113,70,957
1114,20,957
1115,150,957
1116,32,957
1117,31,957
1118,254,957
1119,255,957
1120,256,957
1121,257,957
1122,258,957
1123,27,957
1124,28,957
1125,186,957
1126,34,957
1127,37,957
1128,42,957
1129,62,957
1130,56,957
1131,244,957
1132,38,957
1133,189,957
1134,215,957
1135,43,957
1136,131,957
1137,165,957
1138,245,957
1139,259,957
1140,52,957
1141,41,957
1142,260,957
1143,50,957
1144,87,957
1145,55,957
1146,47,957
1147,22,957
1148,200,957
1149,58,957
1150,261,957
1151,262,957
1152,90,957
1153,117,957
1154,54,957
1155,263,957
1156,80,957
1157,25,957
1158,264,957
1159,72,957
1160,63,957
1161,265,957
1162,266,957
1163,46,957
1164,267,957
1165,237,957
1166,268,957
1167,269,957
1168,102,957
1169,82,957
1170,35,957
1171,176,957
1172,1,957
1173,187,957
1174,78,957
1175,89,957
1176,270,957
1177,271,957
1178,272,957
1179,273,957
1180,104,957
1181,127,957
1182,57,957
1183,274,957
1184,275,957
1185,276,957
1186,75,957
1187,277,957
1188,83,957
1189,278,957
1190,138,957
1191,279,957
1192,280,957
1193,142,957
1194,281,957
1195,79,957
1196,100,957
1197,107,957
1198,74,957
1199,60,957
1200,161,957
1201,61,957
1202,157,957
1203,223,957
1204,124,957
1205,92,957
1206,282,957
1207,283,957
1208,123,957
1209,284,957
1210,210,957
1211,53,957
1212,118,957
1213,285,957
1214,51,957
1215,135,957
1216,96,957
1217,286,957
1218,287,957
1219,288,957
1220,289,957
1221,290,957
1222,291,957
1223,292,957
1224,241,957
1225,248,957
1226,207,957
1227,88,957
1228,109,957
1229,293,957
1230,65,957
1231,214,957
1232,128,957
1233,158,957
1234,294,957
1235,295,957
1236,208,957
1237,45,957
1238,111,957
1239,296,957
1240,19,957
1241,105,957
1242,192,957
1243,113,957
1244,193,957
1245,67,957
1246,115,957
1247,297,957
1248,298,957
1249,299,957
1250,300,957
1251,301,957
1252,233,957
1253,302,957
1254,154,957
1255,190,957
1256,303,957
1257,304,957
1258,305,957
1259,306,957
1260,307,957
1261,148,957
1262,226,957
1263,308,957
1264,309,957
1265,238,957
1266,3,957
1267,310,957
1268,311,957
1269,216,957
1270,312,957
1271,205,957
1272,206,957
1273,313,957
1274,314,957
1275,243,957
1276,81,957
1277,315,957
1278,316,957
1279,170,957
1280,317,957
1281,318,957
1282,319,957
1283,320,957
1284,168,957
1285,26,957
1286,231,957
1287,321,957
1288,322,957
1289,323,958
1290,85,958
1291,88,958
1292,181,958
1293,177,958
1294,6,958
1295,112,958
1296,10,958
1297,11,958
1298,12,958
1299,13,958
1300,66,958
1301,206,958
1302,4,958
1303,55,958
1304,215,958
1305,15,958
1306,9,958
1307,2,958
1308,182,958
1309,106,958
1310,223,958
1311,180,958
1312,22,958
1313,158,958
1314,235,958
1315,18,958
1316,324,958
1317,184,958
1318,14,958
1319,101,958
1320,20,958
1321,23,958
1322,8,958
1323,7,958
1324,232,958
1325,212,958
1326,325,958
1327,166,958
1328,48,958
1329,68,958
1330,69,958
1331,0,958
1332,26,958
1333,121,958
1334,27,958
1335,326,958
1336,28,958
1337,199,958
1338,36,958
1339,244,958
1340,38,958
1341,224,958
1342,42,958
1343,327,958
1344,124,958
1345,37,958
1346,262,958
1347,19,958
1348,189,958
1349,62,958
1350,40,958
1351,47,958
1352,43,958
1353,328,958
1354,329,958
1355,51,958
1356,41,958
1357,203,958
1358,46,958
1359,207,958
1360,52,958
1361,5,958
1362,117,958
1363,248,958
1364,99,958
1365,111,958
1366,59,958
1367,216,958
1368,57,958
1369,330,958
1370,187,958
1371,331,958
1372,56,958
1373,108,958
1374,81,958
1375,65,958
1376,332,958
1377,86,958
1378,3,958
1379,61,958
1380,39,958
1381,32,958
1382,67,958
1383,192,958
1384,194,958
1385,269,958
1386,218,958
1387,333,958
1388,334,958
1389,321,958
1390,193,958
1391,335,958
1392,336,958
1393,129,958
1394,318,958
1395,24,958
1396,186,958
1397,82,958
1398,71,958
1399,113,958
1400,70,958
1401,337,958
1402,338,958
1403,258,958
1404,190,958
1405,1,958
1406,339,958
1407,296,958
1408,95,958
1409,214,958
1410,72,958
1411,45,958
1412,29,958
1413,250,958
1414,75,958
1415,77,958
1416,76,958
1417,340,958
1418,73,958
1419,94,958
1420,105,958
1421,44,958
1422,165,958
1423,120,958
1424,195,958
1425,176,958
1426,98,958
1427,16,958
1428,341,958
1429,342,958
1430,219,958
1431,83,958
1432,217,958
1433,104,958
1434,292,958
1435,116,958
1436,314,958
1437,236,958
1438,34,958
1439,230,958
1440,178,958
1441,286,958
1442,160,958
1443,237,958
1444,196,958
1445,284,958
1446,205,958
1447,209,958
1448,241,958
1449,50,958
1450,125,958
1451,126,958
1452,122,958
1453,343,958
1454,344,958
1455,53,958
1456,144,958
1457,345,958
1458,78,958
1459,17,958
1460,294,958
1461,134,958
1462,293,958
1463,346,958
1464,347,958
1465,348,958
1466,151,958
1467,60,958
1468,74,958
1469,91,958
1470,136,958
1471,100,958
1472,64,958
1473,150,958
1474,349,958
1475,49,958
1476,350,958
1477,31,958
1478,198,958
1479,221,958
1480,351,958
1481,240,958
1482,220,958
1483,352,958
1484,353,958
1485,354,958
1486,170,958
1487,355,958
1488,227,958
1489,127,958
1490,115,958
1491,154,958
1492,21,958
1493,226,958
1494,58,958
1495,222,958
1496,246,958
1497,245,958
1498,356,958
1499,149,958
1500,357,958
1501,358,958
1502,312,958
1503,25,958
1504,188,958
1505,146,958
1506,309,958
1507,359,958
1508,128,958
1509,102,958
1510,228,958
1511,360,958
1512,238,958
1513,361,958
1514,362,958
1515,242,958
1516,363,958
1517,364,958
1518,179,958
1519,107,958
1520,148,958
1521,365,958
1522,366,958
1523,367,958
1524,368,958
1525,369,958
1526,123,958
1527,316,958
1528,370,958
1529,313,958
1530,153,958
1531,156,958
1532,371,958
1533,279,958
1534,372,958
1535,319,958
1536,87,958
1537,307,958
1538,35,958
1539,373,958
1540,374,958
1541,283,958
1542,375,958
1543,376,958
1544,204,958
1545,377,958
1546,378,958
1547,379,958
1548,380,958
1549,381,958
1550,96,958
1551,382,958
1552,383,958
1553,384,958
1554,385,958
1555,386,958
1556,171,958
1557,12,959
1558,185,959
1559,28,960
1560,4,961
1561,12,961
1562,68,961
1563,8,961
1564,327,961
1565,352,961
1566,23,961
1567,250,961
1568,52,961
1569,27,962
1570,85,962
1571,212,962
1572,112,962
1573,20,962
1574,11,963
1575,12,963
1576,4,963
1577,43,963
1578,46,963
1579,52,963
1580,62,963
1581,85,964
1582,112,964
1583,10,964
1584,43,964
1585,46,964
1586,66,964
1587,4,964
1588,120,964
1589,59,964
1590,11,964
1591,0,964
1592,339,964
1593,41,964
1594,27,964
1595,292,964
1596,20,964
1597,12,964
1598,182,965
1599,11,965
1600,177,965
1601,10,965
1602,52,965
1603,46,965
1604,59,965
1605,4,965
1606,88,965
1607,112,965
1608,85,965
1609,0,965
1610,6,965
1611,185,965
1612,339,965
1613,184,966
1614,37,966
1615,4,966
1616,52,966
1617,247,966
1618,85,967
1619,177,967
1620,212,967
1621,112,967
1622,0,967
1623,10,967
1624,325,967
1625,20,967
1626,387,967
1627,43,967
1628,203,967
1629,46,967
1630,20,968
1631,154,968
1632,207,969
1633,4,969
1634,68,969
1635,52,969
1636,22,969
1637,1,969
1638,2,969
1639,7,969
1640,234,970
1641,184,970
1642,37,970
1643,66,971
1644,6,971
1645,181,971
1646,184,972
1647,37,972
1648,55,973
1649,4,973
1650,12,973
1651,52,973
1652,248,973
1653,22,973
1654,47,973
1655,234,974
1656,48,974
1657,335,974
1658,229,974
1659,106,974
1660,16,974
1661,19,974
1662,68,974
1663,5,974
1664,12,974
1665,160,974
1666,29,974
1667,206,974
1668,4,974
1669,52,974
1670,218,974
1671,185,974
1672,37,974
1673,8,974
1674,388,975
1675,0,976
1676,389,976
1677,215,976
1678,339,976
1679,205,977
1680,131,977
1681,37,977
1682,184,977
1683,52,977
1684,205,978
1685,68,978
1686,206,978
1687,27,978
1688,5,978
1689,112,978
1690,12,978
1691,23,978
1692,52,978
1693,122,978
1694,240,978
1695,351,978
1696,353,978
1697,117,978
1698,196,978
1699,156,978
1700,2,978
1701,221,978
1702,248,979
1703,4,979
1704,207,979
1705,2,980
1706,52,980
1707,181,981
1708,27,981
1709,27,982
1710,0,982
1711,46,982
1712,65,982
1713,20,983
1714,4,984
1715,219,985
1716,327,985
1717,52,985
1718,321,985
1719,189,986
1720,348,986
1721,58,986
1722,390,986
1723,391,987
1724,11,987
1725,13,987
1726,85,987
1727,10,988
1728,182,988
1729,46,988
1730,6,989
1731,112,989
1732,12,989
1733,4,989
1734,106,989
1735,27,989
1736,46,989
1737,52,989
1738,104,989
1739,177,989
1740,2,989
1741,342,989
1742,16,989
1743,341,989
1744,126,989
1745,125,989
1746,117,989
1747,232,990
1748,85,990
1749,272,990
1750,26,990
1751,61,990
1752,215,991
1753,27,992
1754,76,992
1755,6,993
1756,0,993
1757,392,993
1758,148,993
1759,66,993
1760,17,993
1761,330,993
1762,146,993
1763,145,993
1764,144,993
1765,43,993
1766,56,993
1767,389,993
1768,78,993
1769,79,993
1770,81,993
1771,74,993
1772,190,993
1773,393,993
1774,57,993
1775,147,993
1776,394,993
1777,395,993
1778,365,993
1779,179,993
1780,363,993
1781,185,993
1782,339,993
1783,396,993
1784,397,993
1785,165,994
1786,290,994
1787,185,994
1788,263,994
1789,113,994
1790,45,994
1791,87,994
1792,12,994
1793,275,994
1794,226,994
1795,52,994
1796,265,994
1797,32,995
1798,177,995
1799,12,995
1800,88,995
1801,82,995
1802,112,995
1803,115,995
1804,51,996
1805,398,996
1806,0,997
1807,339,997
1808,11,998
1809,68,998
1810,7,998
1811,4,998
1812,55,998
1813,180,998
1814,22,998
1815,70,998
1816,106,998
1817,43,998
1818,52,998
1819,136,998
1820,16,998
1821,115,998
1822,2,998
1823,32,998
1824,0,999
1825,6,999
1826,188,999
1827,212,999
1828,27,999
1829,88,999
1830,43,999
1831,85,999
1832,59,999
1833,112,999
1834,181,1000
1835,27,1000
1836,82,1000
1837,177,1001
1838,323,1002
1839,85,1002
1840,177,1002
1841,6,1002
1842,112,1002
1843,0,1002
1844,10,1002
1845,11,1002
1846,12,1002
1847,13,1002
1848,66,1002
1849,4,1002
1850,48,1002
1851,15,1002
1852,5,1002
1853,9,1002
1854,180,1002
1855,389,1002
1856,7,1002
1857,252,1002
1858,17,1002
1859,101,1002
1860,399,1002
1861,18,1002
1862,188,1002
1863,330,1002
1864,35,1002
1865,182,1002
1866,152,1002
1867,215,1002
1868,327,1002
1869,224,1002
1870,113,1002
1871,200,1002
1872,108,1002
1873,400,1002
1874,185,1002
1875,45,1002
1876,20,1002
1877,28,1002
1878,27,1002
1879,88,1002
1880,199,1002
1881,19,1002
1882,248,1002
1883,144,1002
1884,153,1002
1885,14,1002
1886,206,1002
1887,70,1002
1888,62,1002
1889,261,1002
1890,40,1002
1891,78,1002
1892,56,1002
1893,43,1002
1894,39,1002
1895,47,1002
1896,34,1002
1897,55,1002
1898,22,1002
1899,176,1002
1900,52,1002
1901,186,1002
1902,23,1002
1903,124,1002
1904,69,1002
1905,194,1002
1906,81,1002
1907,98,1002
1908,46,1002
1909,321,1002
1910,184,1002
1911,129,1002
1912,86,1002
1913,59,1002
1914,331,1002
1915,117,1002
1916,106,1002
1917,16,1002
1918,8,1002
1919,37,1002
1920,192,1002
1921,95,1002
1922,332,1002
1923,42,1002
1924,269,1002
1925,193,1002
1926,189,1002
1927,44,1002
1928,73,1002
1929,218,1002
1930,82,1002
1931,65,1002
1932,99,1002
1933,2,1002
1934,110,1002
1935,401,1002
1936,336,1002
1937,190,1002
1938,76,1002
1939,75,1002
1940,77,1002
1941,61,1002
1942,84,1002
1943,105,1002
1944,402,1002
1945,235,1002
1946,67,1002
1947,1,1002
1948,165,1002
1949,195,1002
1950,140,1002
1951,139,1002
1952,91,1002
1953,104,1002
1954,111,1002
1955,244,1002
1956,131,1002
1957,337,1002
1958,142,1002
1959,120,1002
1960,57,1002
1961,187,1002
1962,137,1002
1963,122,1002
1964,214,1002
1965,326,1002
1966,116,1002
1967,36,1002
1968,32,1002
1969,159,1002
1970,163,1002
1971,345,1002
1972,138,1002
1973,344,1002
1974,196,1002
1975,134,1002
1976,172,1002
1977,156,1002
1978,209,1002
1979,143,1002
1980,154,1002
1981,3,1002
1982,201,1002
1983,141,1002
1984,115,1002
1985,226,1002
1986,174,1002
1987,26,1002
1988,351,1002
1989,240,1002
1990,175,1002
1991,121,1002
1992,403,1002
1993,296,1002
1994,370,1002
1995,404,1002
1996,354,1002
1997,346,1002
1998,405,1002
1999,136,1002
2000,118,1002
2001,406,1002
2002,207,1002
2003,373,1002
2004,407,1002
2005,408,1002
2006,409,1002
2007,279,1002
2008,309,1002
2009,238,1002
2010,363,1002
2011,21,1002
2012,319,1002
2013,410,1002
2014,322,1002
2015,369,1002
2016,411,1002
2017,412,1002
2018,413,1002
2019,220,1002
2020,227,1002
2021,361,1002
2022,353,1002
2023,222,1002
2024,169,1002
2025,365,1002
2026,181,1002
2027,74,1002
2028,221,1002
2029,414,1002
2030,212,1002
2031,242,1002
2032,415,1002
2033,170,1002
2034,416,1002
2035,250,1002
2036,328,1002
2037,17,1003
2038,18,1003
2039,330,1003
2040,14,1003
2041,32,1003
2042,49,1003
2043,82,1003
2044,40,1003
2045,115,1003
2046,138,1003
2047,95,1003
2048,194,1003
2049,177,1004
2050,43,1004
2051,17,1005
2052,216,1005
2053,145,1005
2054,65,1005
2055,105,1006
2056,210,1007
2057,2,1007
2058,52,1007
2059,234,1008
2060,112,1008
2061,184,1008
2062,4,1008
2063,131,1008
2064,52,1008
2065,37,1008
2066,67,1008
2067,185,1008
2068,160,1009
2069,178,1009
2070,184,1010
2071,37,1010
2072,52,1010
2073,4,1010
2074,177,1011
2075,85,1011
2076,10,1011
2077,13,1011
2078,182,1011
2079,112,1011
2080,106,1011
2081,0,1011
2082,88,1011
2083,5,1011
2084,156,1011
2085,27,1011
2086,28,1011
2087,215,1011
2088,12,1011
2089,43,1011
2090,335,1011
2091,37,1011
2092,47,1011
2093,153,1011
2094,22,1011
2095,41,1011
2096,184,1011
2097,7,1011
2098,68,1011
2099,52,1011
2100,26,1011
2101,9,1011
