artist_id,artist_name
2124,陈楚生
12132471,陈信喆
2118,成龙
2121,蔡旻佑
2122,陈冠希
1044054,R7CKY
2150,陈冠蒲
963409,陈学冬
1084178,Candy_Wind
2111,崔健
964450,陈奕夫
2159,曹轩宾
2230,陈雅森
2331,陈翔
2294,陈光荣
2153,常石磊
6557,曾一鸣
2125,陈晓东
12010027,陈柏霖
963431,陈致逸
31055,Cee
2130,蔡国权
1043290,传琦SAMA
2147,陈旭
168021,陈俊彤
2135,陈勋奇
12023426,Carta
1041027,Chace
2113,车继铃
1046063,蔡方萌
1007135,陈小虎
2312,C AllStar
189379,陈鹏杰
941023,曹槽
224360,陈亮
2213,苍茫
1132979,蔡照
2131,川子
2204,陈辉权
1124141,残泪杰
900139,曾经艺也
2141,陈雷
6608,曾志伟
2134,陈坤
13057490,陈斯琪
2414,曹越
2448,曹秦
13228454,蔡威泽
13059431,陈名豪
2164,陈伟霆
6862,曾志豪
991003,崔跃文
2209,陈少华
14471208,陈丙
168042,曹寅
2276,崔京浩
2133,陈奂仁
1014024,茶季杨
1152025,陈知&游园惊梦
1149014,厨房仔
727005,陈赫
1043304,曹思义
2138,陈浩民
2375,蔡志展
12312092,曹方瑞
1081291,CloudINJoke
958173,才让东珠
2202,陈其钢
2330,晨熙
12301031,陈圣夫
2174,陈底里
14713124,陈彦希REGI
2336,程池
826307,陈晓
2428,陈劭康KOMIC
12091078,崔航
2119,蔡国庆
2338,船长
1051032,陈坤
1028199,菜小宝丶
6521,曾航生
1023094,陈浩东
1060096,大彻
12202279,崔子千
1049979,陈建斌
2440,陈伟伦
1019523,冬飞
1135118,陈咏谦
2154,成公亮
12054456,董又霖
12440042,邓伦
12333145,DP龙猪
2569,丁可
2517,刀郎
2524,大张伟
791534,戴荃
2516,迪克牛仔
13058489,丁泽仁
12291332,dj
2699,东篱
671001,东南
2514,蛋堡
2623,邓超
12250324,DJ马哥
188681,大鹏
1088061,DELA
896942,冬子
13056441,邓烺怡
2515,窦唯
1087662,董昱昆
1203015,Dough-Boy
1039543,DjCore
1135138,DJ浩宝
2513,冬子
947023,董冬冬
2522,杜德伟
1053107,DJ建斌
2578,大冰
2607,多亮
2614,大哲
12787446,杜佳阳
5068,单色凌
2545,丁于
189918,杜海涛
2518,东来东往
1049022,烛鷷大魔王
1038381,DJ张扬
12194338,DJ阿奇
2520,东山少爷
12273260,董子健
2531,邓健泓
1057162,德格叶
783379,杜歌
13059432,董岩磊
12154277,DJ
2519,董运昌
2527,DJ宝贝
1078398,D-Lay
12894239,丁世光
2528,刁寒
2591,单小源
2525,戴玉强
12040073,丁冠森
1079143,蛋卷
1081526,大痒痒
12810118,旦增才让
2888,狄易达
2605,丁汀
2602,邓杰
2675,杜淳
1050280,于亮
12046643,杜天皓
2562,窦智孔
2682,丁炜
2532,丁咚
2548,杜聪
2616,丁少华
1058138,大琴师音乐游戏
27695243,大一学长
2632,代理仁
12618022,戴景耀
13933117,大泫
1050641,大坏兔子
1085030,敌门
12630149,杜江
1066056,dj皇家礼炮
2521,邓伟标
11428,狄奥尼索斯
1025229,DJ YiXiu 
1028197,daniel
12902436,豆心
12187012,大鹏
981003,笛在月明楼
1047424,杜光祎
1060122,DJLayDiMusic
955037,丁乔
12107621,豆腐P
2610,丁浩然
1081326,DJ Ricardo
2702,东浩
986276,董昊
896569,旦旦
927045,单海锋
2526,窦鹏
12137020,邓鼓
2582,大雄
12048310,杜青
2537,邓健明
189955,贰婶
896894,贰佰
1085108,哦漏
1039899,eliaqsopa
2714,EDIQ
2722,E.SO
905634,二凉
1043383,Elvins.J
1192402,二龙湖浩哥
1050341,EACH9
966153,EdJean
1089203,Elfar
2727,二文
1135273,Eric
1053149,EDMarco
1046270,ETIRAZ
1040044,enderdz
12263011,二亮哥
2720,贰贝勒·木森 (J-Forest)
1019328,EDEN
1080049,“阿兰姐”
1049701,国际友人-
12263400,Egil Ellevill
1039919,EI身份证
12404124,Eric Song
816055,Easy Mind
981041,Eveight
1054116,儿时玩具
2723,Ezfic
27888574,二夫
13195211,二辰
1050576,EXIA
12871192,EC一平
2716,诶姆
1093034,EryXDY
1047255,Easion_Ng
1031114,换号中bigbus
1049900,冉明阳
1039900,EC Robot
1073043,ElectronOscillator
1038223,一针见喜
1050175,二龙
2735,EazyToo
975774,二向柚
2728,二宝
2730,Eugene Pao
1047206,Electronic Dance Music
13971421,Empty ORio
12170031,耳机
2717,Ethen Chen
28390340,恩佐
12074153,EY魂
27888504,鹅王章祥福
12332127,二飞
2710,恩炀
12743011,Erick Blu
1049964,E.D.J HyunYu
12363201,ERIC
30529416,EC一平 (Emiliano Cyrus)
30035265,Epic Music
30109512,EAT扬扬
29356229,贰鹏
29356296,ev
29302237,Enyx
14099080,E&M经贸民谣
27693297,二少爷爷
12492296,Eggace
12403137,尔冬明
12213188,俄比尔古
1043309,耳东 
1039360,ElectricGirl
938073,二玩家
762400,Ever Ending Kicks
2733,Evade
2724,E歌
2721,eclove23
1039579,Emxi
2738,方大同
13056442,范丞丞
865007,法老
12213335,枫宇辰
2736,范逸臣
842003,程渤智
2747,费玉清
12028291,伏仪
1032016,风子
2739,方力申
2775,樊凡
1024309,Fcyco
2741,房祖名
12025631,Force嘟嘟
956281,符家浚
1081940,甫平
957020,冯佳界
1163007,方磊
27694696,枫叶
2743,费翔
2791,付辛博
12356808,范世錡
2742,方炯镔
2768,付笛声
1038367,HAO付豪
1081292,Firah
1039404,Forkyrie
1047302,符号
862024,范忆堂
28387442,冯舆轩
228462,冯翰铭
2740,傅聪
1025042,梵墨
2802,肥宝
2754,冯晓泉
1043488,范恩
1020150,李汶峰
2750,Finn
2752,方锦龙
2793,樊少华
2765,范振锋
2749,范圣琦
1132196,冯建宇
2737,范宗沛
896230,冯巩
2753,冯德伦
1048005,范文夺
2777,符致逸
4544,佛山DJ明仔
2778,冯言
1078032,林屿森LIN
2764,范思威
12430082,FZ.方丈
2816,冯绍峰
2786,范睿
2827,付豪
1039402,fx
2758,冯乔
12325107,绯太子
1047027,Ferrison
1115016,FOM
787065,浮游人-TonY
12332149,冯傑龙
1022050,Fattwo
2772,范琳
13840462,房岩
1131048,付浩天
2839,飞翔
12357569,周栈
13683991,翻唱群星
818227,傅松
1084058,方毅
1049257,冯小波
2813,冯泽雨
725039,冯允谦
2788,Faber
1016120,冯光
1046239,奉枫
2808,冯晓荣
1124320,肥坨坨FatToc
1050441,F.BING.KAI
2757,傅振辉
2762,方奕
2803,范圣霖
1063170,何玉林
12250285,吠人
1041080,冯博
2769,冯伟棠
1081399,冯光华
2761,浮克
28391507,付飞社
377197,FyBe
1041120,法特
1039141,方雨晨
2829,范星光
1024321,F
1050031,苏天添
2843,郭顶
12050057,G.G(张思源)
2849,古巨基
1044203,郭旭
12136042,光泽
2863,高进
1211046,GAI周延
1008034,鬼卞
2842,光良
13058582,跟风超人
27889345,官鸿
2852,郭富城
168010,葛林
2963,高安
2922,郭德纲
2868,关喆
12399037,国风Dom.T
13973042,谷嘉诚
2861,关楚耀
2853,关正杰
2848,郭峰
1041024,GNS耀耀
12023517,宫阁
2870,甘仕良
12213153,GenNeo梁根荣
5311,苟瀚中
2850,顾嘉辉
2892,高林生
13080288,关大洲
2959,根呷
2947,国蛋
947046,时光
2859,管平湖
11974118,郭子睿
2874,顾峰
13228424,GC国丞
2856,高枫
2862,龚一
2981,葛平
2867,哏德全
3007,郭少杰
12332258,郭麒麟
2851,郭子
2846,高明骏
13056443,高茂桐
13059433,甘俊
1043146,光合唱片
13059434,GIGEL张津铭
820439,谷柏杉
1049033,高铭
2945,歌浴森
2872,关德辉
2962,格茸农布
3020,过江龙
2928,高夫
12165051,高心远
2847,郭伟亮
2979,格杰白玛
12289019,郭一恒
12998047,郭思达
2885,光头李进
12023557,高旗
1132850,顾稚蔚
2969,关泽楠
27695695,国哥
12475595,高晓攀
2841,高晓松
11975240,郭俊辰
975574,GrymeMan
2875,郭浩男
2878,顾海滨
14101443,郭阳
3042,高正洋
12262021,宫俊
2844,古天乐
905095,嘎玛西周
2871,广智
2857,高凌风
2887,高向鹏
1049027,郭京飞
1053246,郭纯
12274269,高华阳
2912,郭炳坚
3031,关栋天
2946,刮刮乐
12154162,高赫
908209,Gordon扬豆仔
861441,GBZ
12931831,高火火
3029,高信
839567,GZ
2890,恭硕良
2911,郭颂
1137380,官云康
2960,高韶青
1132304,郭好为
2899,关贵敏
861777,华晨宇
3066,胡彦斌
3249,河图
3064,胡歌
3058,后弦
3273,胡夏
12065096,黄旭
12773144,韩沐伯
3348,回音哥
1049179,Hanser
3071,郝云
13059437,黄新淳
3255,黄渤
3118,黑龙
3081,胡伟立
13059435,何东东
3415,霍尊
3073,黄凯芹
1006030,洪尘
3086,海鸣威
3072,韩磊
3079,黄品源
3256,黄明志
1045031,黄立纲
1011192,黑羊
1049349,胡碧乔
1068009,前后动机直升机组合
1081579,黄雨篱
3059,黄霑
12598950,RA
1025202,黄子韬
3337,黄艺明
3126,黄宗泽
3307,晃儿
12488022,黄榕生
3322,黄英华
3181,贺一航
3094,黄晓明
3063,黄义达
3082,黄安
3146,侯旭
3090,何炅
3311,海生
3080,黄贯中
13056448,黄书豪
3120,霍建华
13057492,侯浩然
3116,黄家强
3272,韩庚
3069,洪启
1181165,何大河
1040132,黄超
13056444,韩雍杰
3061,黄磊
3093,黄征
3330,胡鸿钧
3259,呼斯楞
3250,火风
12598388,胡蒎
789450,何山
1177014,韩安旭
1019154,黄礼格
3121,黄阅
839761,何流
3056,胡德夫
3261,浩瀚
1182797,浩天
1006027,涵昱
3068,黄大炜
12487019,洪雨雷
3123,黄国俊
3065,黄立行
3112,何润东
223221,陈斐
3378,何崇志
3162,胡兵
1081256,和弦
3096,贺西格
3276,何晟铭
3075,何训田
12796041,胡一天
1039086,何星烁RapStar
13059436,何嘉庚
3404,贺一航
12914019,海馬WAVE$
3055,何勇
1041087,罗一四
14100082,黄圣池
12164075,黄景瑜
3421,黄勇
3078,黄伟文
3217,哈孜肯
3676,胡不一
3085,韩寒
3317,灰原穷
13056445,Hook于浩
13058490,胡致邦
11880,H.K.君(HEROAR)
3224,洪楗华
11975111,ilem
1038374,iMoon
11987075,impossibleChuck
1132544,Iceloki
956418,InfiniteMusic
1047333,iCsuo
29356237,illusory李虚无
1039978,ilham丁丁
900332,imeatART
12947494,itmusicstudio
133386,INK
1031042,ibinbao
1039393,IMAGINE
1083022,iimmune
1049076,Inspiration Crowd
1031052,Impractical Scraps
3438,iiiis
28390292,Ian Yu
1050737,Ilya Ai Wei
1039395,IANNE
29148246,IA
28085491,ianbird 吴冠亨
12263528,Imc王辰
1161208,Izumi koga
13707529,IL CANTO
13738116,ins白日说唱家
13430213,Infernal Chaos
1081840,irevan
3445,Intangible Ism
1044068,IMCUICUI
820494,Inbellum
1000135,"I,Defiance"
233211,INTI
166014,金志文
5001,简弘亦
13057497,Justin
188694,蒋家驹（蒋蒋）
3459,姜玉阳
827163,金贵晟
3456,姜育恒
789380,J-Sleeper性感的拖鞋
190079,家家
3453,蒋志光
1071076,姜贰拾
28085561,Jason王威登
3558,蒋明
1047078,江南诚
3452,蒋大为
3526,JR Fog
187010,J. Sheon
3464,江涛
3466,姜鹏
13059443,J-ONE
1063007,居来
13059438,伽里
3450,几米
13059442,姜京佐
3528,靳松
1106073,贾乃亮
13056451,靖佩瑶
3498,金学峰
3539,井柏然
905426,金润吉
3536,金培达
1097081,JK.Chen
1098154,JZlee
13226406,JK LEE
3537,鞠起
12262268,金6
187394,精气神制作
3454,贾鹏芳
187203,坚持者
27694332,贾盛强
3499,景岗山
1011198,江生
3600,江智民
12914018,JOHN$
1015710,江潮
3594,蒋山
1099005,小简
12369108,精神领袖佛爷
1038398,纪粹希
3613,纪晓斌
5839,解小东
12488044,贾昱
842019,金泽男
1081155,蒋劲夫
3563,金久哲
792823,简吟
3562,金复载
1156032,靳东
1124432,JeamsKing
3591,甲雍
3463,江得胜
1047025,jackson
12451170,JA符龙飞
1049680,吉克曲布
1060009,JIANG.x
3451,金城武
1038368,贾巴阿叁
995003,净土Pure Land
3519,金科
3534,贾鹏新
3572,君子
1057168,九御kyuugo
3551,金泽
3515,Jeff李
1087229,吉佑社
1038352,蒋敦豪
1028051,陈褚骏
3524,极泷
1049408,姜潮
12526089,精彩词轩 
3461,江凯文
729003,贾涛
12634598,JV陈政文
3504,君君
3576,金玥
12457183,金少祥
12074481,Joker one
12203268,江南
3484,吉中鸣
1081355,Jimmis
12488021,聚来提
29148309,江映东
3541,姜昆
1043181,金忻
3458,纪佳松
3593,金山
12251263,JK
1047250,吉克杰拉
1047064,KBShinya
862058,卡修Rui
3619,孔令奇
13737107,可有道
12493703,K ELEVEN
28387568,K乐
12048189,孔东东
3617,柯有伦
1132451,柯大堡
12024274,Kafe.Hu
12261311,柯镇恶
3626,柯羽
3654,柯震东
1019172,凯玟桑
3658,克尔曼
911042,康硕Kenny
3660,柯皓燃
3616,KenT
13972448,空城mill
3614,柯受良
3672,柯暮卿
12811143,KEVSER
1019155,孔垂楠
222404,卡斯Kas$
3627,康康
3641,凯撒
3651,KT
3625,卡卡
3649,昆虫白
686006,康康
5980,阚立文
991002,柯智棠
1135192,张童
1132845,K邵庄
868001,KillerBlood
1080047,宗儒
1081372,孔岱山
3643,Kositu
27694228,康天庥
12467220,K2
3624,孔祥东
1039449,Kit.Tam
1050144,库亦晨
1081974,Koowho
12356071,凯文
1043220,Killazer
1161004,开松法师
12048059,康榕
13974121,孔舒航
3620,孔宏伟
1079139,卡列宁
3621,克里木
1038406,KhalilWonger
3640,Kz
11974222,柯智豪
758285,Karma Kid
12467039,K.Scarlet
3646,科尔沁夫
3623,康万生
29490358,可乐就是力量
787062,Knife Lee
13565046,锟
1039757,孔熙俊
12290110,康桥
961279,孔一兵
1050581,Ray3
1038242,堪布贝玛千贝仁波切
28085380,可乐
1069015,杨文博Poe
3662,轲然
991229,肯别
1088051,KB
12086178,邝雨翔
1044036,Kael 鹿帆
3636,Know Hope Collective
999157,Katana_4real
1046036,口琴ok
12945681,康成
1124332,吕先生
3670,康梓峰
1081307,狂奔的萝卜
1132707,Makino
27693543,抗癌露露
1040055,Kona.Y
12073350,寇麟
3622,康乔
1099008,KNXER
29150357,Knight 
1094139,Ken-Ming Yang
3661,开克尔曼尼
12869562,Kitson Lau
1049872,Kalen
1050287,King@C AllStar
3655,孔朝晖
1074108,Ky
787048,康智炜
1084021,KH
12061058,Knopha
1039553,K'桑
3684,林俊杰
3685,林宥嘉
4292,李荣浩
12493781,Lil Ghost小鬼
3681,李志
981141,伦桑
3699,李克勤
13056454,灵超
3691,刘德华
3695,李健
13059447,林超泽
4171,刘昊霖
13058498,林彦俊
3722,梁汉文
166010,梁博
3683,李宗盛
13057676,李希侃
3692,林志炫
4130,李玉刚
3689,李玖哲
12523349,卢焱
3682,老狼
13056453,李权哲
4393,李代沫
1060132,柳爽
13056456,陆定昊
3706,林子祥
3697,卢冠廷
13022016,廖俊涛
12359437,李常超 (Lao乾妈)
3694,罗志祥
3686,罗大佑
3705,李圣杰
1015657,刘刚
12080400,李俊佑
4188,刘佳
3848,刘允乐
3690,卢广仲
3701,黎明
1040035,李雪莱 
1047239,流浪的蛙蛙
3688,刘欢
13057501,罗正
13056455,娄滋博
3765,李易峰
4069,六哲
1038093,鹿晗
4125,骆集益
4084,林奕匡
4093,李行亮
932053,蓝波
4015,冷漠
1025271,刘旭阳
3698,罗文
27695878,梁靖康
1051026,廖效浓
3723,吕方
13059448,吕晨瑜
893267,李琦
3715,梁朝伟
13059444,李俊毅
3793,陆虎
4006,梁晓雪
1083012,李慧宇
3812,刘可
1039750,李智
3747,刘嘉亮
4080,刘心
4055,赖伟锋
1021328,李子阳
3772,雷诺儿
3713,刘东明
3704,林志颖
1053123,罗云熙
15021287,刘洋
4320,刘辰希
744274,蓝乐
1044185,梁栋江
905491,老虎欧巴
936007,李明霖
3752,李维
4037,Lu1
3763,李国祥
3799,林依轮
4089,李炜
13056452,李长庚
3871,刘胡轶
3952,卢小旭
4474,刘明汉
12132197,李柄桦
12107619,罗锟
12096060,廖佳琳
3743,刘家昌
3708,蓝奕邦
961227,廖国钺
3737,刘畊宏
3956,罗家英
3702,林峯
12974786,林小坤
816087,李晋
826336,马雨阳
188141,满舒克
4479,MC Hotdog
13056459,木子洋
4592,马頔
12413,慕寒
1132392,马思唯
4569,麦振鸿
4483,麦浚龙
4621,闫东炜
1038238,Mario
13415208,Max马俊
187903,Mc光光
1050630,孟大宝
4485,马天宇
28387271,摩登兄弟刘宇宁
792162,M80
4486,毛宁
1049174,慕斯の小乖
858161,马潇
4552,毛毛
4480,马条
4488,满文军
1058114,马融
1050611,M-PHOTOS
189932,猫饭
1041122,Mr.岑
1043199,MC-5
1041010,买尔旦
4513,馒头
4481,满江
1089210,MyT1aN
12389238,MJ-7
1039222,梅粮新
1132719,Mardan
896927,莫西子诗
4578,莫染
816093,茉莉僧
12084382,Mc阿哲
4489,MC仁
1156176,孟可
1047195,MC九局
12136063,寐加岛
1043170,冰鑫
13485144,MC七星
13056458,明鹏
12263877,Mc轩颜
817036,蒙面哥
4619,马旭东
12914544,马伯骞
13923069,面具锋
842005,马飞
896274,mAjorHon
1049093,MILLAN
4607,马丁
1039663,Mc苏刚
4527,马上又
4490,马浚伟
12335229,Mc名决
4651,马博
29304235,Melo
12233014,Mc画师
1060200,Mr.16罗隽永
1032310,漠城
4538,马常胜
12061030,漠心藤
12309156,Mc熙阳
4482,麻吉弟弟
4561,马三立
789391,马戏团小丑
1085069,Mingkii
13056457,闵喆祥
1053118,Mllano
12131307,Mc药材
1043013,MC神九
4551,Mr.Trouble麻烦先生 
12132083,Mc阳子
959001,马东伟
957152,喵步小雨中
4576,毛方圆
4548,梅兰芳
12645566,马仕钊
784354,M.K
832313,孟瑞
1008007,莫爱河往生
832643,苗小青
1063133,马里奥赛德
4496,麦子杰
12154030,MC星辰
4508,马德钟
4573,Masta Mic
896782,苗阜
1049133,MC水观音
12114132,阿森
12263031,幕人
12514278,那吾克热LIL-EM
4678,南宫嘉骏
990051,泥鳅Niko
980113,宁桓宇
190349,NL不分
1074042,Noicybino
1058125,N2V
985227,南风ZJN
4672,倪安东
12049020,Nurmuhammat Tursun
1049392,宁夏
1050258,Nayim.Nabi
12908088,你样哥
12049170,Nurim Kuanix
1050110,还没睡醒的DiDi
4662,南风
1046339,南瓜饭
12226571,NANO-F**kyig
804367,南城二哥
12091030,牛歌
1019301,宁林
12098066,南派三叔
1057144,嫩桃弟弟
1039572,南山雨林
1053166,南玛子呷
1039882,Nellee
12042046,牛骏峰
4666,聂禹
12108665,奶猴子
1027039,暖场小粽子
12196231,拿哥
12312084,聂枫
1124323,男森RAP
1040204,逆风而行
27813407,南拳妈妈弹头
4665,牛朝阳
1001005,牛牛
13580194,嗯哼
1049185,聂远
4677,宁峰
1041070,乃日戈
12776731,尼格买提·热合曼
27693341,奶油小生
4686,南卓仁波切
1050265,No.6
1000103,Inspiration
4661,倪敏然&倪嘉升
29302224,Neko
1019003,Nic-BOOM
935138,倪力
4660,钮大可
4656,牛建党
1044122,南味SOUTHFEEL
1039848,Nano33号
12335199,宁彩神
220970,NANCY
862131,倪敏然
1019357,Nacid
28391235,怒道诗情
12467165,喃常乔
1079101,南一
12348450,南宫
1040026,NO.59
4709,女美爱我
4669,糯米
1044082,怒江雨
1039680,南涩雨
13971260,农面哥
1057272,安夕尔
797346,南宫家骏
1081733,Noise Happy
12262225,NGC
1040024,念尔
1039297,NEMY金属怪兽
4680,倪青
1041003,泥丸
12335177,诺一
1181764,宁新兵
12408261,男众法师
12209024,NEWYOUNGGO
27694175,宁群
28897355,娘吾加
1089115,小白的亚新
27693854,南阳
4667,聂琳峰
1155077,闹闹
1193191,尼块
27695986,南昌Djkevin
866037,南味年糕
29150288,南初
15022012,倪红
1132441,Nickking
1039097,農里
29596520,弄青_Leon
12121184,倪中乐
1049159,Nathan Pelupessy
4668,南梓轩
27693670,男神
4694,欧阳靖
4693,欧得洋
12060060,OB03
896460,欧豪
