source,target,value
AS4837-CHINAUNICOMChina169Backbone-CN,AS24139-HuashumediaNetworkLimited-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS24143-QingdaoCableTVNetworkCenter-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS24428-BeijingFounderBroadbandNetworkTechnologyCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS37963-HangzhouAlibabaAdvertisingCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS38057-DellChinaCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS38365-BeijingBaiduNetcomScienceandTechnologyCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS38378-BoschChinaInvestmentLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS45062-GuangzhouNetEaseComputerSystemCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS45074-DataManagementCentreNationalBureauofStatisticsofChina-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS45090-ShenzhenTencentComputerSystemsCompanyLimited-CN,0
AS4837-CHINAUNICOMChina169Backbone-CN,AS45113-ShanxiDatongCoalGroupCommunicationCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS45560-TopGlobal-KR,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS55990-HuaweiCloudServicedatacenter-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS58852-GuizhouprovincialradioandtelevisioninformationNetworkInc-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS59009-QingDaoWangXinTelcomCorpLimited-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS59010-UnionFriendNetworkinformationserviceCoLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS59022-KunmingBroadcastTVNetworkCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS59074-TAIKANGINSURANCEGROUPCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS63565-BeijinglianguangtongnetworktechnologycoLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS63581-GUANGXIRADIOTELEVISIONINFORMATIONNETWORKCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS63701-JishiMediaCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS63704-GuizhouprovincialradioandtelevisioninformationNetworkInc-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS63722-HodoTelecomCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS131506-HEILONGJIANGRADIOTVNETWORKCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS131519-Hisense-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS131562-HUNANCATVNetworkGroupCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS131577-HubeizhaoshengkailaitechnologycoLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS133118-ChinaUnicomIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS133119-ChinaUnicomIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS134542-ChinaUnicomIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS134543-ChinaUnicomGuangdongIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS135061-ChinaUnicomGuangdongIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS136958-ChinaUnicomGuangdongIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS136959-ChinaUnicomGuangdongIPnetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS137539-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS137718-GuangzhouHongXunWangDingcomputersystemintegrationCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS137735-ChinaConstructionBank-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS137787-BeijingJingdongShangkeInformationTechnologyCoLtd-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS137788-ShanxiBeaconCloudscape-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS138421-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS139007-UNICOMInnerMongoliaprovincenetwork-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS139136-ZHEJIANGPROVINCENEWTYPEINTERNETEXCHANGEPOINTCOLTD-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140707-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140716-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140717-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140720-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140726-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140886-ChinaUnicom-CN,-1
AS4837-CHINAUNICOMChina169Backbone-CN,AS140979-ChinaUnicom-CN,-1
AS4842-TianhaiInfoTech-CN,AS7660-Japan-JP,0
AS4847-ChinaNetworksInterExchange-CN,AS4611-CNNICmember-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS7640-ChinaInternationalTrustInvestmentCorporationManagementInformationCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS7641-ChinaBroadcastingTVNet-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9298-BeijingGuanghuanXuntongDigitalTechnologyCoLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9306-ChinaInternationalElectronicCommerceCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9308-AbitcoolChinaInc-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9801-BeijingZhongguancunInformationTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9803-BeijingJingxunPublicInformationTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9805-SIEMENSLTDCHINA-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9807-DataManagementCentreNationalBureauofStatisticsofChina-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9809-SHENZHENNOVATECHNOLOGIESDEVELOPMENTLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9810-BeijingTimesNetstarTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9811-sritcorpbeijing-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9814-BeijingFibrLINKNetworksCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS9939-ASforAnlai-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS10212-ChinaEnterpriseICTSolutionsLimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS17429-BEIJINGGEHUACATVNETWORKCOLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS17781-XINHUANEWSAGENCY-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS17964-BeijingDianXinTongNetworkTechnologiesCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS17969-BeijingKuancomNetworkTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS18118-CITICNetworksManagementCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS18245-CNNIC-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS23844-BeijingGuanghuanXinwangDigital-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS23848-ShenzhenPingAnCommunicationTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24134-CNLinkNetworksLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24143-QingdaoCableTVNetworkCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24147-BEIJINGCBDTELECOMCOLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24151-ChinaInternetNetworkInfomationCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24424-BeijingGuXiangInformationTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS24430-CHINASTATEPOSTBUREAU-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS37937-ChinaeGovNetInformationCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS37942-ChinaCulturalHeritageInformationandConsultingCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS37965-PacnetBusinessSolutionsLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38027-InformationCenterMinistryofSciandTech-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38238-SocieteGeneraleChinaLimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38358-InformationCenterofChinaAssociationforScienceandTechnology-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38367-UnionLifeInsuranceCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38375-BeijingGaoHuaSecuritiesCompanyLimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38380-ChinaSouthLocomotiveAndRollingStockIndustryCompany-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS38381-TravelskyTechnologyLimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS45071-LiNingChinaSportsGoodsCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS45075-ChinaCentralTelevision-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS45110-BeijingTianWeiXinTongtechnologycorplimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS45576-TsinghuaUniversity-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55468-ChinaRadioInternational-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55960-BeijingGuanghuanXinwangDigital-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55966-PostSavingsBankofChina-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55971-ChineseAcademyofSocialSciences-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55973-UniversalCinemaServicesCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS55982-ChanghongITinformationProductsCOLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS56002-BEIJINGMARINECOMMUNICATIONANDNAVIGATIONCO-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS56012-LGNETChina-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS56013-SAMSUNGSDSCHINA-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS56015-ChinaSportsLotteryTechnologyDevelopmentCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS56292-BeijingCNISPTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS58811-CONACChinaOrganizationalNameAdministrationCenter-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS58850-BloombergFinancialInformationBeijingCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS58862-MicrosoftChinaCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS58866-ChinaFinancialCertificationAuthority-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59003-TianjinBTbroadbandnetworktechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59011-BeijingYunlinNetworkTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59012-ChinaGrainReservesGroupLTDCompany-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59029-PeopleCnCOLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59050-BeijingCloudArkTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59057-Beijingyongxinchangliankejiyouxiangongsi-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59073-BankofChinaLimited-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS59074-TAIKANGINSURANCEGROUPCOLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63531-BeijingBAIWUTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63548-LENOVOBEIJINGColtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63590-HebeiBroadcastingTVNetwork-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63598-HebeiKunTimeNetworkTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63617-McKinseyConsultingCompanyIncShanghai-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63629-BeijingAutohomeimformationtechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63634-ChinaPaymentClearingNetworkCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS63691-BeijingwisdomnetworktechnologyCoLtdpolymerization-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS131503-ChinaNationalAeroTechnologyImportExportCorporation-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS131578-BeijingForeignStudiesUniversity-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS133111-CERNETNewTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS137735-ChinaConstructionBank-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS137762-GuosenyouyunsoftwaresystemcoLTD-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS137764-BeijingYoukaiTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139110-LenovoMobileCommunicationTechnologyBeijingLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139138-GopayInformationTechnologyCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139141-YusysFinancialCloud-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139177-NewOrientalEducationTechnologyGroupLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139182-ABCLifeInsuranceCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139183-ThomsonReutersBeijingTechnologyDevelopmentCoLtd-CN,-1
AS4847-ChinaNetworksInterExchange-CN,AS139189-BeijingYuJiaHengTongCommunicationsandInformationCoLtd-CN,-1
AS6619-SamsungSDSInc-KR,AS7660-Japan-JP,0
AS6619-SamsungSDSInc-KR,AS38130-SamsungSDSInc-KR,-1
AS6619-SamsungSDSInc-KR,AS138380-VOLVOGROUPKOREACOLTDConstructionEquipmentSeoul-KR,-1
AS7497-ComputerNetworkInformationCenter-CN,AS23911-ChinaNextGenerationInternetBeijingIX-CN,-1
AS7497-ComputerNetworkInformationCenter-CN,AS24151-ChinaInternetNetworkInfomationCenter-CN,-1
AS7497-ComputerNetworkInformationCenter-CN,AS24420-ChineseAcademyofForestry-CN,-1
AS7497-ComputerNetworkInformationCenter-CN,AS38345-InternetDomainNameSystemBeijingEngineeringResrarchCenterLtd-CN,-1
AS7497-ComputerNetworkInformationCenter-CN,AS63555-BeijingBeilongYunhaiNetworkDataTechnologyCorporation-CN,-1
AS7497-ComputerNetworkInformationCenter-CN,AS63582-ChineseAcademyofTelecommunicationResearch-CN,-1
AS7500-WIDEProject-JP,AS7514-ComputerEngineeringConsultingLtd-JP,0
AS7500-WIDEProject-JP,AS7674-NTTCommunicationsCorporation-JP,0
AS7500-WIDEProject-JP,AS9622-KurashikiCableTV-JP,0
AS7500-WIDEProject-JP,AS18149-JapanRegistryServiceCoLtd-JP,0
AS7500-WIDEProject-JP,AS23634-WIDEProject-JP,-1
AS7500-WIDEProject-JP,AS24257-JapanInternetExchangeCoLtd-JP,0
AS7500-WIDEProject-JP,AS38629-NTTCommunicationsCorporation-JP,0
AS7502-AdvancedSoftwareTechnologyManagementResearchInstituteofKYOTO-JP,AS37914-AdvancedSoftwareTechnologyandManagementResearchInstituteofKYOTO-JP,-1
AS7505-FujitsuSystemsApplicationsSupportLimited-JP,AS18085-FujitsuSystemsApplicationsSupportLimited-JP,-1
AS7506-GMOInternetInc-JP,AS37907-DigiRockInc-JP,-1
AS7506-GMOInternetInc-JP,AS55907-GMOInternetInc-JP,-1
AS7506-GMOInternetInc-JP,AS58649-GMOInternetInc-JP,-1
AS7506-GMOInternetInc-JP,AS58791-GMOInternetInc-JP,-1
AS7511-SYNAPSECoLtd-JP,AS7517-ICOMTInc-JP,-1
AS7514-ComputerEngineeringConsultingLtd-JP,AS2515-JapanNetworkInformationCenter-JP,-1
AS7514-ComputerEngineeringConsultingLtd-JP,AS7663-FUJIMICINC-JP,-1
AS7516-TohokuIntelligentTelecommunicationCoInc-JP,AS131953-NPOYutopianet-JP,-1
AS7521-INTERNETMULTIFEEDCO-JP,AS173-ElectricalCommunicationsLaboratories-JP,-1
AS7521-INTERNETMULTIFEEDCO-JP,AS4697-NetworkTechnologyLaboratoriesNIPPONTELEGRAPHANDTELEPHONECORPORATION-JP,-1
AS7521-INTERNETMULTIFEEDCO-JP,AS38644-INTERNETMULTIFEEDCO-JP,-1
AS7521-INTERNETMULTIFEEDCO-JP,AS131079-INTERNETMULTIFEEDCO-JP,-1
AS7522-STNetIncorporated-JP,AS9618-catvtokushima-JP,-1
AS7522-STNetIncorporated-JP,AS18260-EHIMECATVCOLTD-JP,-1
AS7522-STNetIncorporated-JP,AS24290-HeartNetworkCoLTD-JP,-1
AS7522-STNetIncorporated-JP,AS58647-KagawaUniversity-JP,-1
AS7522-STNetIncorporated-JP,AS131477-ShanghaiHuajuanInformationTechnologyCoLtd-CN,0
AS7524-ITECHANKYUHANSHINCOLTD-JP,AS23775-TamashimaTVInc-JP,-1
AS7524-ITECHANKYUHANSHINCOLTD-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS7524-ITECHANKYUHANSHINCOLTD-JP,AS38628-HIMEJICABLETELEVISIONCORPORATION-JP,-1
AS7527-JapanInternetExchangeCoLtd-JP,AS24257-JapanInternetExchangeCoLtd-JP,-1
AS7529-NetIRDInc-JP,AS7502-AdvancedSoftwareTechnologyManagementResearchInstituteofKYOTO-JP,-1
AS7529-NetIRDInc-JP,AS9353-MEDIAWARScoltd-JP,-1
AS7529-NetIRDInc-JP,AS9601-NiigataCommunicationService-JP,-1
AS7529-NetIRDInc-JP,AS17948-EditNetIncorporated-JP,-1
AS7529-NetIRDInc-JP,AS18097-DCNCorporation-JP,-1
AS7529-NetIRDInc-JP,AS18283-FureaiChannelInc-JP,-1
AS7529-NetIRDInc-JP,AS18290-MimediaCorporation-JP,-1
AS7529-NetIRDInc-JP,AS18383-CAHICorporation-JP,-1
AS7529-NetIRDInc-JP,AS23773-EKZMcoltd-JP,-1
AS7529-NetIRDInc-JP,AS23818-JETINTERNETCorporation-JP,-1
AS7529-NetIRDInc-JP,AS23824-FutureSpiritsCoLtd-JP,-1
AS7529-NetIRDInc-JP,AS37912-IPRIOCorporation-JP,-1
AS7529-NetIRDInc-JP,AS38633-ValueCoreInc-JP,-1
AS7529-NetIRDInc-JP,AS58648-ATIInc-JP,-1
AS7529-NetIRDInc-JP,AS59110-BPSInc-JP,0
AS7529-NetIRDInc-JP,AS59124-KYOTOPrefecturalGovernment-JP,-1
AS7530-BroadBandTowerInc-JP,AS59099-BroadBandTowerInc-JP,-1
AS7562-HCNDongjak-KR,AS7623-GyeongbukCableTV-KR,-1
AS7562-HCNDongjak-KR,AS9319-HCNCHUNGBUKCABLETVSYSTEMS-KR,-1
AS7562-HCNDongjak-KR,AS9569-SEOCHOCABLESYSTEMSCOLTD-KR,-1
AS7562-HCNDongjak-KR,AS9762-HYUNDAICOMMUNICATIONSNETWORK-KR,-1
AS7562-HCNDongjak-KR,AS9981-SaeroNetworkServiceLTD-KR,-1
AS7562-HCNDongjak-KR,AS10175-KumhoCable-KR,-1
AS7562-HCNDongjak-KR,AS23584-PUSANCABLETVSYSTEMCOLTD-KR,-1
AS7660-Japan-JP,AS2500-WIDEProject-JP,-1
AS7660-Japan-JP,AS7497-ComputerNetworkInformationCenter-CN,-1
AS7660-Japan-JP,AS7667-KDDIRDLaboratoriesINC-JP,0
AS7660-Japan-JP,AS9270-NationalInfomationSocietyAgency-KR,0
AS7660-Japan-JP,AS9367-TokyoInstituteofTechnology-JP,0
AS7660-Japan-JP,AS9535-BeijingCNISPTechnologyCoLtd-CN,0
AS7660-Japan-JP,AS9929-CHINAUNICOMIndustrialInternetBackbone-CN,0
AS7660-Japan-JP,AS9957-KINX-KR,0
AS7660-Japan-JP,AS17511-OPTAGEInc-JP,0
AS7660-Japan-JP,AS17579-KISTI-KR,0
AS7660-Japan-JP,AS17934-NationalInstituteofInformationandCommunicationsTechnology-JP,-1
AS7660-Japan-JP,AS17956-WASEDAUniversity-JP,0
AS7660-Japan-JP,AS18125-MinistryofAgricultureForestryandFisheriesResearchNetwork-JP,0
AS7660-Japan-JP,AS23576-NBP-KR,0
AS7660-Japan-JP,AS23774-JapanRegistryServiceCoLtd-JP,0
AS7660-Japan-JP,AS23911-ChinaNextGenerationInternetBeijingIX-CN,0
AS7660-Japan-JP,AS24287-NationalInstituteofInformatics-JP,0
AS7660-Japan-JP,AS24413-ShenZhenSunriseTechnologyCoLtd-CN,0
AS7660-Japan-JP,AS24429-ZhejiangTaobaoNetworkCoLtd-CN,0
AS7660-Japan-JP,AS24490-SG-CN,-1
AS7660-Japan-JP,AS38629-NTTCommunicationsCorporation-JP,0
AS7660-Japan-JP,AS59045-GuangzhounavigationinformationtechnologycoLTD-CN,0
AS7660-Japan-JP,AS132203-ShenzhenTencentComputerSystemsCompanyLimited-CN,0
AS7660-Japan-JP,AS138995-XiamenBillyNetworkCoLtd-CN,0
AS7664-HARENETINC-JP,AS23828-MisakiTown-JP,-1
AS7668-HokurikuTelecommunicationNetworkCo-JP,AS4711-INTECInc-JP,-1
AS7668-HokurikuTelecommunicationNetworkCo-JP,AS17932-JapanAdvancedInstituteofScienceandTechnology-JP,-1
AS7668-HokurikuTelecommunicationNetworkCo-JP,AS18123-INAOKIEDUCATIONALINSTITUTION-JP,-1
AS7668-HokurikuTelecommunicationNetworkCo-JP,AS24260-BoardoftrustyKinjoGakuen-JP,-1
AS7668-HokurikuTelecommunicationNetworkCo-JP,AS24264-KanazawaInstituteofTechnology-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS4695-EnergiaCommunicationsInc-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS9374-EDIONCorporation-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS9991-HiroshimaShudoUniversity-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS17691-NDSCoLtd-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS18075-ChupicomHiroshimaCorp-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS18077-YamaguchiCableVisionCoLtd-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS18124-OkayamaUniversityofScience-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS18144-EnergiaCommunicationsInc-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS18272-BenesseInfoShellCoLtd-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS23618-IbaraBroadcastingCompany-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS23775-TamashimaTVInc-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS23786-SaninCableVisionCOLTD-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS24251-IwakuniCableNetworkCorporation-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS37908-KIBICableTelevisionCoLtd-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS55381-CITYCABLESHUNANCorporation-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS55382-Nagatocityoffice-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS63775-YAKAGECABLETELEVISION-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS131477-ShanghaiHuajuanInformationTechnologyCoLtd-CN,0
AS7670-EnergiaCommunicationsInc-JP,AS131907-IwamiCablevisionCoLtd-JP,-1
AS7670-EnergiaCommunicationsInc-JP,AS131928-TottoriTeletopiaCoLtd-JP,-1
AS7671-NTTSmartConnectCorporation-JP,AS131914-datadockInc-JP,-1
AS7679-QTnetInc-JP,AS10000-NagasakiCableMediaInc-JP,-1
AS7679-QTnetInc-JP,AS10016-MinaminihonInformationProcessingCenterCoLtd-JP,-1
AS7679-QTnetInc-JP,AS17701-SeinanGakuinUniversity-JP,-1
AS7679-QTnetInc-JP,AS18088-KyudenInfocomCompanyInc-JP,-1
AS7679-QTnetInc-JP,AS18150-NetComBBCoLtd-JP,-1
AS7679-QTnetInc-JP,AS24250-MiyaginComputerServiceColtd-JP,-1
AS7679-QTnetInc-JP,AS24336-DIGITALBANKIncRegionalISPinJapan-JP,-1
AS7679-QTnetInc-JP,AS37892-CableMediaWAIWAICoLtd-JP,-1
AS7679-QTnetInc-JP,AS55898-YahooJapanCorporation-JP,-1
AS7679-QTnetInc-JP,AS131477-ShanghaiHuajuanInformationTechnologyCoLtd-CN,0
AS7682-HOKKAIDOTELECOMMUNICATIONSNETWORKCoInc-JP,AS18141-HBA-JP,-1
AS7687-TOYOTADIGITALCRUISEINCORPORATED-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS7690-MiraiCommunicationNetworkInc-JP,AS9591-NationalInstituteforFusionScience-JP,-1
AS7690-MiraiCommunicationNetworkInc-JP,AS18076-InstituteofAdvancedMediaArtsandSciences-JP,-1
AS7690-MiraiCommunicationNetworkInc-JP,AS132726-SanyuNetcorp-JP,-1
AS9270-NationalInfomationSocietyAgency-KR,AS1704-KoreaAdvancedInstituteofScienceandTechnology-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS1781-KoreaAdvancedInstituteofScienceandTechnology-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS7560-JeonbukNationalUniversity-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS9317-INHAUNIVERSITY-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS9686-SungKyunKwanUniversitySKKU-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS9708-PukyongNationalUniversity-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS10052-KyungpookNationalUniversity-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS10063-KoreaMeteorologicalAdministration-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS10197-ChonnamNationalUniversity-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS17862-KangwonNationalUniversity-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS17866-KoreaInstituteofScienceandTechnology-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS17870-KyungHeeUniversity-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS18026-JEJUNATIONALUNIVERSITY-KR,0
AS9270-NationalInfomationSocietyAgency-KR,AS18158-CHUNGBUKNATIONALUNIVERSITY-KR,-1
AS9270-NationalInfomationSocietyAgency-KR,AS24489-North-CN,0
AS9270-NationalInfomationSocietyAgency-KR,AS55616-DGIST-KR,0
AS9286-KINX-KR,AS4792-SKcommunications-KR,-1
AS9286-KINX-KR,AS9639-WiderPlanet-KR,-1
AS9286-KINX-KR,AS17589-GABIAInc-KR,-1
AS9286-KINX-KR,AS17877-NexGCoLTD-KR,-1
AS9286-KINX-KR,AS23588-KAKAOEnterprise-KR,0
AS9286-KINX-KR,AS23599-KoreaInternetSecurityAgency-KR,-1
AS9286-KINX-KR,AS23713-InternetSystemsConsortium-KR,-1
