 ,北京,天津,河北,山西,内蒙古,辽宁,吉林,黑龙江,山东,河南,上海,江苏,浙江,安徽,福建,江西,湖北,湖南,广东,广西,海南,重庆,四川,贵州,云南,西藏,陕西,甘肃,青海,宁夏,新疆
福建,13.0045,14.143966666666666,16.200933333333335,16.111366666666665,18.676333333333336,21.057933333333335,20.638933333333334,29.333633333333335,15.547400000000001,17.948966666666667,10.005433333333334,9.694333333333333,8.698933333333335,13.602333333333334,0.07883333333333332,8.6237,9.669333333333332,8.627066666666666,8.969800000000001,15.225433333333333,14.226466666666667,17.450866666666666,16.243100000000002,19.843466666666668,19.4793,31.1905,14.554233333333334,21.197933333333335,30.016133333333332,22.6617,33.15913333333334
江西,12.273000000000001,12.845066666666668,12.5374,15.737066666666665,16.9333,23.428233333333335,20.546966666666666,23.1378,10.410166666666667,8.7398,5.1765,4.4873,6.529266666666667,6.827233333333333,8.627466666666667,0.012433333333333333,4.674766666666667,6.3369,11.608766666666668,14.317100000000002,13.106333333333334,15.049900000000001,15.884133333333333,20.412566666666667,14.8401,28.050299999999996,11.772766666666667,16.7477,19.2002,17.577933333333334,30.030833333333334
湖北,7.679266666666667,8.1357,6.947733333333333,8.953166666666666,11.6073,15.103,14.151933333333334,13.753633333333333,10.062833333333334,4.494833333333333,6.616866666666667,8.430366666666666,8.1957,3.8359,9.666933333333334,4.578366666666667,0.013233333333333333,5.7270666666666665,7.425633333333334,11.0141,8.568299999999999,10.8501,9.085433333333333,13.4077,14.271933333333335,26.586533333333335,4.9244666666666665,11.4786,13.941133333333333,10.371566666666666,23.0792
湖南,11.784133333333335,11.554466666666668,14.3057,10.861266666666666,12.4338,21.6318,17.299233333333333,24.590933333333336,13.430833333333332,5.9327000000000005,8.6037,6.5489999999999995,7.230933333333333,8.792333333333334,8.624733333333333,6.335466666666666,5.6972,0.0129,5.814766666666666,11.849066666666666,11.9262,12.638433333333333,17.723866666666666,16.045933333333334,14.475133333333334,28.093033333333334,14.331033333333332,17.330033333333333,17.587733333333333,19.73013333333333,24.133433333333333
广东,12.306733333333334,13.044966666666667,12.121333333333332,16.6574,16.630733333333335,17.7119,18.984366666666666,19.53226666666667,15.064933333333334,9.576600000000001,10.1062,10.0825,9.5513,12.4213,8.977233333333333,11.608466666666667,7.4242333333333335,5.8137,0.011266666666666666,5.278866666666667,5.8051666666666675,10.3587,12.534433333333332,9.822933333333333,10.373266666666668,22.5855,13.569966666666666,16.474933333333333,24.410566666666668,18.330133333333333,27.451933333333333
广西,16.186433333333333,16.776133333333334,13.798900000000001,15.645633333333334,18.503433333333334,20.624666666666666,24.151133333333334,22.50746666666667,21.8222,19.3084,14.541266666666667,13.3773,12.528833333333333,17.756233333333334,15.213033333333334,14.310033333333335,10.945133333333333,11.825933333333333,5.7709,0.013333333333333334,14.829766666666666,9.325366666666666,7.216733333333334,11.810166666666667,12.050699999999999,25.944999999999997,14.7701,20.0186,28.665333333333333,20.2742,36.934533333333334
海南,15.892966666666666,20.7576,15.0893,17.875133333333334,19.589066666666668,22.38553333333333,23.2218,22.93943333333333,15.980366666666667,16.44516666666667,15.7464,16.8504,14.203933333333334,12.008099999999999,13.927633333333333,13.105933333333333,8.5832,11.927533333333335,5.811933333333333,14.729066666666666,0.012733333333333333,16.5037,16.676233333333332,16.0636,15.307333333333332,26.823866666666664,15.440166666666668,20.6023,23.39746666666667,21.8154,29.693033333333332
重庆,17.025066666666667,15.235166666666666,12.953366666666668,21.236833333333333,19.431833333333334,24.480099999999997,23.080433333333332,26.6999,15.464500000000001,12.198233333333334,17.816133333333333,14.385433333333333,16.058633333333333,12.039066666666665,17.445433333333334,15.053466666666667,10.870033333333334,12.624766666666666,9.531566666666667,7.074033333333333,16.4933,0.13786666666666667,5.9864,11.241066666666667,6.606133333333333,24.093966666666663,9.826433333333332,15.431366666666667,16.6292,12.853266666666668,27.634333333333334
四川,14.507966666666666,12.838299999999998,13.7601,11.318533333333333,17.377,24.144766666666666,20.2142,20.217966666666666,16.499733333333335,11.050566666666667,11.9154,9.981,12.9472,12.237699999999998,16.244966666666667,15.8832,11.9199,17.720200000000002,12.350433333333333,7.1763,16.669766666666668,5.987100000000001,0.45763333333333334,5.1803,5.598133333333333,15.180833333333332,4.8918333333333335,9.189633333333333,28.2454,9.221866666666667,20.3504
贵州,21.452766666666665,19.085133333333335,18.1102,15.7938,25.368033333333333,23.507633333333334,26.644433333333335,28.230666666666664,23.058733333333333,15.238733333333334,17.692933333333333,17.2332,17.332,22.474933333333336,19.8502,20.402033333333332,13.564033333333334,16.042866666666665,10.0135,11.722833333333334,16.0642,11.247666666666667,5.177833333333333,0.012433333333333333,11.270966666666666,22.905199999999997,9.197666666666667,15.726566666666665,27.1206,15.037666666666667,25.945133333333334
云南,21.298466666666666,19.592033333333333,21.476433333333333,15.190199999999999,22.83096666666667,24.6584,24.6006,25.27253333333333,20.73763333333333,14.488333333333335,17.1386,17.2981,15.4925,19.7923,19.528766666666666,14.829633333333334,14.245666666666667,14.476433333333333,10.403233333333334,12.0223,15.337566666666667,6.043399999999999,5.652,11.210066666666668,0.014566666666666667,20.802466666666668,11.152466666666667,22.303933333333333,28.399066666666666,18.686366666666668,32.198166666666665
西藏,26.080766666666666,25.369500000000002,25.315366666666666,23.4434,27.910433333333334,28.3613,31.3989,32.55336666666667,28.925833333333333,22.200533333333336,25.823933333333333,23.36576666666667,29.600166666666667,29.24123333333333,31.264866666666666,28.1677,26.5878,28.092766666666666,22.585800000000003,25.917833333333334,26.827766666666665,24.095100000000002,15.188733333333333,22.880666666666666,20.798533333333335,0.7286666666666667,16.866466666666668,26.261666666666667,29.982733333333332,20.842633333333335,31.646666666666665
陕西,7.660833333333334,8.3004,10.9459,5.858866666666667,11.6751,20.69053333333333,15.762033333333333,14.593366666666666,10.647,8.794733333333333,9.32,10.1587,10.548133333333334,9.0827,14.554066666666666,11.464766666666668,4.9224000000000006,14.3268,13.6563,14.768166666666666,15.4337,9.823933333333335,4.890466666666667,9.195733333333333,11.1499,17.700166666666664,1.7416666666666665,5.007833333333333,10.093766666666667,5.633299999999999,17.561600000000002
甘肃,10.632433333333333,16.498866666666668,11.189666666666668,7.346,14.223866666666666,14.2697,16.1121,17.433333333333334,18.93916666666667,12.050433333333332,15.049733333333334,14.849766666666667,14.8055,13.266066666666667,21.19536666666667,16.756266666666665,11.482833333333334,17.331599999999998,16.4771,20.018733333333333,20.520333333333333,15.475133333333334,9.193566666666667,15.727466666666666,22.180400000000002,26.303133333333335,5.0079,0.6836000000000001,11.5334,8.7103,23.21183333333333
青海,10.464733333333333,12.369466666666668,14.6608,13.9912,13.9719,15.387833333333333,17.7161,17.770233333333334,14.595166666666666,14.6593,17.842000000000002,16.9061,18.926199999999998,23.733233333333335,30.051666666666666,19.194033333333334,13.946766666666667,17.591266666666666,24.39663333333333,28.664666666666665,23.396933333333333,16.629566666666665,28.413,27.13746666666667,29.100399999999997,29.529366666666665,10.092333333333334,11.533666666666667,0.013166666666666667,15.1001,21.3449
宁夏,9.459666666666667,9.1827,15.433366666666666,9.690266666666666,18.24233333333333,14.939366666666666,18.7703,16.752666666666666,13.787166666666666,11.779366666666666,14.433366666666666,13.219833333333334,14.590733333333333,16.165766666666666,24.44973333333333,17.56233333333333,10.370466666666667,19.727666666666668,18.6875,20.249766666666666,21.873666666666665,12.853933333333332,9.2218,15.032466666666666,18.683966666666667,21.018533333333334,5.6355,8.710566666666667,15.0961,0.014499999999999999,20.2886
新疆,19.9266,21.4712,19.970299999999998,18.229766666666666,22.552966666666666,21.556766666666665,24.190533333333335,28.285700000000002,24.763266666666667,23.76353333333333,24.141766666666665,30.202366666666666,34.6412,32.6699,33.15346666666667,30.041933333333333,23.0769,24.1319,28.0985,37.117066666666666,29.40046666666667,24.679266666666667,20.309866666666668,25.979033333333334,32.32573333333333,31.654700000000002,17.565566666666665,23.21043333333333,21.4051,20.2889,0.012433333333333333
